,int.rate,log.annual.inc,dtai,fico,days.with.cr.line,inq.last.6mths,delinq.2yrs,default
5784,0.1218,10.49127422,17.27,702,3990.0,3,0,1
7048,0.1322,10.89673933,15.56,697,7923.041667,1,0,0
1672,0.102,11.22524339,6.88,767,2760.041667,0,0,1
8278,0.1324,10.39537498,26.12,727,6030.041667,0,0,0
6370,0.07400000000000001,11.28978191,2.9,772,5628.041667,1,0,0
4227,0.1392,10.71441777,7.95,697,8130.0,1,0,0
2605,0.1411,10.78931908,20.96,682,3659.958333,3,0,0
7794,0.1722,10.37349118,15.98,642,810.0,1,0,1
5964,0.1322,10.59663473,15.21,692,2100.0,0,0,0
9165,0.1758,11.56171563,15.89,662,3180.0,5,0,1
1245,0.1475,10.23995979,12.47,662,1349.958333,3,0,0
9367,0.1322,10.77895629,18.25,707,6510.0,6,0,0
5293,0.1565,11.91839057,15.76,682,3913.958333,0,0,0
2844,0.1442,8.998136761,19.14,682,3779.958333,2,0,0
8309,0.1324,9.546812609,22.03,662,750.0,0,0,0
2788,0.1632,10.77895629,20.55,672,4799.958333,0,0,1
3420,0.1347,10.40535315,13.98,697,3719.958333,0,0,1
3779,0.1126,11.612770800000002,9.38,747,5669.958333,1,0,0
9514,0.1136,10.7342204,2.43,702,2070.041667,4,0,0
1968,0.1126,12.87390202,15.68,792,9041.0,3,0,0
8490,0.1324,10.52406404,18.04,662,3900.0,6,0,1
2028,0.08,10.18490001,12.14,762,2040.0416670000002,0,0,0
663,0.1166,10.77895629,10.05,682,2670.0,2,0,0
4723,0.1114,10.49127422,11.77,737,5460.0,1,0,0
2531,0.1347,11.15961628,20.43,707,4680.0,3,0,0
6239,0.1183,11.53272809,3.0,767,6314.041667,0,0,0
4235,0.0894,11.71177632,14.5,737,5850.0,3,0,0
8257,0.1103,12.32385568,12.66,712,4409.0,0,0,1
8965,0.1474,9.287301413,20.33,687,930.0416667000002,2,0,0
7242,0.1422,11.00209984,16.06,687,1350.041667,0,0,0
300,0.1122,10.80972795,0.0,672,2519.0,1,1,0
6406,0.0859,11.16193434,13.62,747,3690.0,1,0,0
4903,0.1531,11.00209984,22.38,697,4289.958333,0,0,0
384,0.1078,10.52406404,12.58,702,2130.0,0,0,0
6047,0.1148,9.862665558,14.06,717,2850.0,0,0,0
5103,0.1392,11.40756495,13.99,687,7949.958333,0,1,0
3908,0.1284,9.340403256,11.7,687,1709.9583329999998,0,0,0
7731,0.1028,11.46163217,10.0,702,2310.0,3,1,0
5618,0.1426,11.00209984,16.28,702,5550.0,0,0,0
996,0.1071,10.30895266,20.28,717,3150.0,0,0,0
5487,0.1565,9.903487553,18.9,727,2429.958333,0,0,0
7386,0.0988,11.50069093,14.32,722,7425.041667,1,0,0
8691,0.1324,10.30895266,23.44,687,990.0,2,0,0
9567,0.1311,10.96819829,8.23,687,2790.041667,5,0,0
7901,0.1628,10.77895629,11.53,652,900.0,6,0,1
4925,0.1635,11.88446143,14.32,682,4619.958333,1,0,0
7787,0.1343,10.71441777,8.75,647,419.0,8,0,0
9512,0.1218,10.40426284,4.51,727,3570.041667,5,0,0
4577,0.1218,11.28978191,24.88,712,5070.0,0,0,0
5668,0.1218,11.69524702,21.58,722,7050.041667,0,0,0
4151,0.1287,10.16585182,5.72,707,3240.0,0,0,0
668,0.1197,10.49127422,15.83,682,4410.0,1,0,0
7681,0.1311,10.46310334,1.65,742,2130.041667,3,1,1
862,0.1103,10.57131693,14.8,697,1589.958333,0,0,0
1923,0.0932,10.30895266,14.16,762,5550.041667,2,0,0
7381,0.0788,10.97799019,10.14,742,3375.0,0,0,0
1805,0.1189,11.08214255,1.62,732,5612.041667,0,1,0
8616,0.145,11.26446411,18.37,657,2190.0,1,0,0
2382,0.1411,12.47125984,7.82,712,8760.0,0,0,0
5456,0.1218,10.96819829,4.43,697,11790.0,1,0,0
2891,0.1253,10.51856508,12.36,732,3749.958333,0,0,0
1068,0.08,10.70324447,7.77,767,3870.0,1,0,0
5966,0.0859,11.49799455,4.46,757,5282.041667,0,0,0
6253,0.1114,10.30895266,5.04,732,2670.041667,0,0,0
9317,0.1322,11.08214255,16.83,707,5699.958333,0,0,0
3732,0.0963,10.23981692,7.67,732,2190.0,2,0,1
4198,0.16,11.00209984,15.9,747,5700.958333,2,0,0
2124,0.1221,10.71441777,19.81,712,3090.041667,1,0,0
4586,0.1183,11.65268741,4.17,717,2610.0,3,2,0
9542,0.1348,10.97287698,15.16,702,3180.041667,5,0,0
5940,0.0774,11.15008872,4.36,737,2880.0,1,0,0
6806,0.1253,10.645424900000002,18.89,702,3060.041667,1,0,0
6104,0.1357,11.01862914,21.52,687,5190.041667,0,0,0
7678,0.1025,11.15625052,16.42,732,5340.041667,2,0,0
1823,0.08,10.59663473,7.26,737,1896.0416670000002,1,0,0
5228,0.1183,10.54534144,4.8,702,4410.0,0,0,0
372,0.1046,10.16585182,14.17,692,4919.041667,0,0,0
8503,0.1197,9.975994242999999,26.84,772,12990.0,2,0,0
8356,0.1545,11.51292546,22.46,647,9089.0,6,0,0
7528,0.0676,10.59663473,19.83,777,11370.0,0,0,0
7081,0.1459,10.73639668,22.98,677,3288.0,0,0,0
7216,0.0751,10.71441777,1.92,792,6543.0,2,0,0
180,0.1028,11.38509209,11.95,702,5070.0,0,0,0
8070,0.1786,12.76568843,17.64,657,4230.041667,14,0,1
8265,0.1797,10.4341158,27.42,647,3750.041667,10,0,0
5937,0.1183,11.35927299,8.82,757,2973.041667,0,0,0
5550,0.0894,11.3736634,10.54,732,4140.0,1,0,0
9008,0.2011,9.903487553,2.4,667,540.0,5,0,0
9026,0.16,9.952277717000001,14.0,682,869.9583332999998,2,0,0
3640,0.1347,11.08214255,12.0,707,6689.958333,0,0,0
120,0.1028,11.37710574,10.6,692,2489.958333,0,0,0
4909,0.1496,11.22524339,6.3,792,7020.0,2,0,0
1655,0.1557,10.78931908,14.57,662,6030.041667,1,1,0
2332,0.1379,10.58354949,18.57,682,2370.041667,2,0,0
8149,0.1141,9.472704636,10.43,672,959.0416667000002,0,0,0
5036,0.1287,11.21182037,5.98,707,5729.958333,0,0,0
2251,0.0963,10.71441777,6.8,722,2640.0,1,0,0
336,0.1236,10.727663,15.53,677,1848.0,1,0,0
3523,0.1632,10.51867319,13.07,662,1501.0,0,0,0
2861,0.1442,11.00209984,12.04,667,3719.958333,1,0,1
4852,0.1218,10.81977828,21.24,722,3300.0,0,0,1
6743,0.1148,11.60823564,11.04,772,4920.041667,0,0,0
4761,0.1982,9.862665558,0.0,667,1440.0,0,0,1
5424,0.1357,9.903487553,14.94,692,1381.958333,3,0,0
4522,0.1253,11.07720731,15.9,697,8999.958333,0,2,0
7323,0.1348,10.70211124,17.68,702,4860.041667,0,0,0
7034,0.1287,10.30253209,22.42,692,6990.0,0,0,1
3247,0.08,10.59663473,13.23,752,3960.0,0,0,0
4293,0.1253,11.72803684,1.61,772,3449.958333,4,0,1
6771,0.1809,11.57119437,16.37,672,5106.0,2,0,0
1967,0.1379,10.93310697,4.18,687,7184.041667,3,0,0
2426,0.1442,11.02190247,14.75,672,2371.041667,3,0,0
7351,0.0751,9.655026193,11.38,732,9840.0,0,0,0
365,0.1267,11.00209984,20.06,697,4560.041667,0,0,0
143,0.0996,10.46310334,5.83,687,2158.958333,2,0,1
9190,0.1496,10.20359214,4.44,702,1353.958333,4,0,0
8950,0.1347,12.61153775,6.72,677,7680.0,4,1,0
5849,0.1392,10.49127422,8.93,692,2940.041667,3,0,0
1544,0.1904,11.71993963,5.84,662,6210.0,1,1,1
9343,0.16,11.5228758,24.84,682,6210.0,2,0,0
1698,0.1272,11.08214255,12.14,687,8880.041667,2,0,0
228,0.0964,11.00209984,12.94,697,2969.041667,3,0,0
9477,0.1357,10.53209621,13.02,687,2130.0,4,0,1
9205,0.1392,11.33857208,11.95,702,4649.958333,5,0,0
8526,0.1482,11.51292546,9.73,647,4799.958333,1,0,1
2758,0.1316,10.59663473,9.66,727,4019.958333,1,0,0
1560,0.1367,11.22524339,22.08,692,2940.041667,0,0,0
2127,0.0963,10.55174196,4.05,772,14167.0,2,0,0
8222,0.1362,10.20359214,19.42,657,4589.041667,2,2,0
1412,0.1304,10.38887228,24.89,672,1830.0,1,1,0
2787,0.0768,10.66895539,21.43,797,4049.958333,1,0,0
1853,0.1284,11.1123882,15.53,697,3750.041667,0,0,0
1613,0.1051,11.91839057,2.92,827,8763.0,0,0,0
6703,0.1062,11.15625052,19.94,707,12150.0,0,0,0
1451,0.1178,10.621424900000001,15.31,712,3000.041667,3,0,0
4200,0.1531,11.00209984,21.36,677,2161.0,0,0,0
994,0.1197,11.00209984,24.94,732,6359.958333,0,0,0
6713,0.1025,11.06663836,7.59,782,6300.041667,0,0,0
9576,0.16,10.81977828,19.18,692,1800.0,5,0,1
4505,0.1218,11.112447900000001,4.66,707,1770.0,2,0,0
3833,0.0894,11.35627165,6.27,747,3449.958333,0,0,0
469,0.1261,10.46310334,19.71,692,3030.041667,1,0,0
8565,0.1324,10.51867319,25.07,717,4590.0,0,0,0
730,0.08,10.79059661,0.62,742,7170.041667,4,0,0
2208,0.1379,10.79957558,2.45,672,1860.0,0,0,0
8342,0.16399999999999998,10.54534144,13.71,652,2640.0,2,0,0
8815,0.1507,11.40756495,18.2,652,2879.958333,1,0,0
3954,0.1253,10.84941475,23.49,697,2850.0,1,0,0
4619,0.1496,11.184421400000002,6.43,667,5880.0,1,0,0
6783,0.1426,11.08214255,3.42,677,3530.041667,0,1,0
7566,0.0988,11.54482134,14.44,727,5730.041667,0,0,0
3366,0.1189,10.84941475,18.45,697,3419.958333,1,0,0
4979,0.16,11.40756495,6.03,702,6690.0,1,0,0
9246,0.1739,12.22098096,3.04,687,3479.958333,9,0,1
6724,0.1183,9.903487553,17.64,722,5490.0,0,0,0
7315,0.1136,11.50287513,19.79,732,4650.041667,0,0,0
319,0.1362,10.80972795,1.21,672,2519.0,0,1,0
5046,0.1287,10.54534144,10.39,707,3119.958333,0,0,1
2581,0.0768,11.35040654,16.72,777,9630.958333,2,0,0
628,0.08,11.32659589,5.54,762,4259.041667,3,0,0
5173,0.1287,11.08214255,14.73,692,3030.0,1,0,0
7662,0.1348,10.63103616,20.06,692,2310.041667,1,0,0
3553,0.1284,11.19547123,9.92,712,4859.958333,1,0,0
8358,0.1071,11.51288546,0.35,732,780.0,1,0,0
1337,0.1128,10.4341158,10.06,692,1769.9583329999998,1,0,0
4326,0.1148,10.81977828,23.52,747,11939.95833,1,0,0
62,0.1028,9.903487553,1.5,682,1410.0,0,0,0
1003,0.0863,11.35040654,18.52,747,6420.0,0,0,0
272,0.0807,10.89673933,10.44,767,3449.041667,1,0,0
4717,0.16699999999999998,11.01046476,20.94,672,5850.0,0,1,0
656,0.1197,10.84778248,20.96,697,4619.041667,0,0,0
2779,0.1379,11.84220043,7.12,712,5100.0,0,0,0
176,0.1154,10.20359214,10.8,682,5050.0,0,0,0
9559,0.1273,11.31447453,21.13,732,5881.0,5,0,0
3195,0.1158,11.46167427,3.57,717,2160.0,0,0,0
788,0.1103,11.04917425,21.83,717,5219.958333,2,0,0
6485,0.1426,10.13459927,16.38,672,3990.0,3,0,1
558,0.1261,11.69524702,5.76,697,2141.041667,3,0,1
7065,0.1099,10.66895539,9.82,687,6462.041667,1,0,0
5366,0.1253,11.47210347,21.43,692,4740.0,1,0,0
2870,0.1284,11.35040654,11.92,722,5489.958333,0,0,0
4078,0.1189,10.81977828,2.5,772,3149.958333,0,0,0
6810,0.1183,11.22524339,7.42,752,3480.041667,1,0,0
7241,0.1136,10.93310697,8.61,697,2136.0,2,0,0
1467,0.0907,11.06929109,3.03,727,6509.958333,0,0,1
5999,0.1426,9.980448594,15.17,707,1470.0,0,0,0
1437,0.1178,11.12726298,22.43,717,8013.0,0,0,0
965,0.145,10.81977828,20.59,662,1680.0,0,0,0
4513,0.1287,11.28978191,13.05,687,3030.0,0,0,0
6928,0.0859,10.77895629,7.13,767,5190.0,0,0,0
653,0.1229,14.52835448,0.13,672,1293.041667,1,0,0
8013,0.1438,10.82774645,6.69,647,12150.04167,1,2,0
5414,0.1739,11.35040654,23.48,667,6124.958333,1,0,0
7637,0.1311,11.69524702,16.69,692,4470.0,1,1,0
8846,0.1778,11.28978191,12.99,672,5610.041667,6,1,0
6752,0.16,10.645424900000002,22.31,697,3006.041667,0,0,0
2516,0.1253,10.23981692,22.72,702,2939.958333,1,0,0
3522,0.1347,10.69194491,13.88,692,2554.0,0,0,0
1626,0.0938,10.71441777,0.0,782,4500.041667,3,0,0
4718,0.1114,9.903487553,3.12,737,1500.0,1,0,0
7441,0.1385,11.81303006,19.29,687,14671.0,1,0,0
756,0.1071,10.81977828,9.22,687,2790.0,0,0,0
1060,0.1166,11.13458902,8.51,672,4559.958333,0,0,0
1692,0.1178,11.22524339,11.47,707,3630.0,0,0,0
4082,0.16,11.15625052,7.83,662,6329.958333,0,0,0
240,0.0964,9.878169745,21.23,772,5881.0,0,0,0
6423,0.1183,10.98529272,15.36,712,2250.041667,0,0,0
173,0.0996,11.03488966,11.98,682,1799.0,0,0,0
2923,0.1221,10.4341158,8.72,732,3480.0,1,0,0
2733,0.1411,11.03817459,22.03,682,3150.0,0,0,0
2467,0.1347,11.98292909,5.02,762,7080.0,6,0,0
496,0.0945,11.22524339,1.49,712,6220.0,0,0,0
8841,0.1525,12.20607265,9.49,682,4679.958333,5,0,1
301,0.0807,10.59663473,16.68,737,6988.0,0,0,0
4342,0.1114,11.08846101,21.56,787,5460.0,0,0,0
827,0.1039,10.58870336,13.88,702,2730.0,1,0,0
9510,0.1287,11.28978191,12.97,732,1890.0,5,0,0
6893,0.1322,10.49127422,2.33,722,1590.041667,0,0,0
5381,0.1253,9.505990614,2.05,717,3090.0,2,0,0
9263,0.2017,12.388394199999999,6.46,697,4199.958333,9,0,0
3592,0.1189,10.77895629,20.27,712,4020.0,0,0,0
2616,0.1411,10.87804719,3.22,682,6060.0,2,0,0
5422,0.0894,10.37349118,6.9,732,3450.0,1,0,0
4477,0.1183,11.33857208,15.91,767,5406.958333,4,0,0
4564,0.0774,10.645424900000002,6.49,737,6359.958333,1,0,0
7540,0.1348,10.59663473,14.58,682,3240.041667,0,0,1
2553,0.16,10.46310334,23.45,662,3810.0,0,0,0
211,0.1217,10.20359214,23.2,702,5279.041667,1,0,1
212,0.1186,10.858999,9.74,712,4859.041667,0,0,0
5514,0.1426,10.71441777,24.61,662,2554.0,0,1,0
1737,0.0963,10.54534144,11.27,712,7590.0,2,0,0
1502,0.1051,10.30895266,14.36,727,1920.0416670000002,0,0,0
7873,0.1407,10.08580911,12.55,647,2220.0,9,0,1
1127,0.1197,10.95080655,6.06,677,8939.958333,0,0,0
8024,0.147,10.83565163,19.13,647,240.04166669999998,15,0,1
8247,0.1829,11.22524339,8.54,657,9361.041667,2,0,0
4361,0.1531,11.48246626,13.32,662,5309.958333,0,0,0
7692,0.1496,11.04132055,4.5,712,1379.958333,0,0,1
5095,0.1635,11.28983191,9.81,712,4349.958333,0,0,0
2440,0.1284,10.71441777,19.12,767,5790.041667,5,0,1
82,0.087,11.69524702,15.0,742,3026.0,1,0,0
4790,0.1426,10.71441777,22.91,682,3450.0,0,0,0
2786,0.1379,11.59910316,24.88,702,5280.0,0,0,0
3006,0.0963,10.71441777,1.28,777,2550.0,0,0,0
2745,0.1253,11.4294569,20.3,722,4446.958333,2,0,1
3471,0.1189,10.71441777,13.73,737,7139.958333,0,0,0
9242,0.1392,11.18976142,16.68,697,3839.958333,5,0,0
5391,0.1426,10.858999,23.12,687,3627.0,0,0,1
7033,0.0894,10.63585545,6.61,752,2160.0,0,0,0
2111,0.1632,11.08214255,20.22,687,5340.041667,1,0,0
9400,0.1253,12.61153775,3.76,717,5700.041667,5,0,1
3320,0.1568,11.66992921,22.02,702,4889.958333,0,0,0
7532,0.0788,11.2708539,14.97,782,8850.0,0,0,0
4676,0.1322,10.69557468,19.32,692,3869.958333,1,0,0
9304,0.1357,11.49272276,6.27,702,4289.958333,4,1,0
8336,0.1197,11.11542853,16.66,682,4320.041667,5,0,1
5827,0.1287,9.169518377000001,4.75,692,6270.041667,0,0,0
370,0.0807,11.00209984,9.58,757,13109.0,1,0,0
5055,0.07400000000000001,11.38509209,5.58,792,5069.958333,0,0,0
9018,0.16,8.672999642999999,5.13,672,930.0,3,0,0
7207,0.1348,11.51292546,20.5,702,3750.041667,2,0,0
2713,0.1411,11.98292909,9.27,677,5189.958333,0,1,1
4166,0.1183,11.08214255,4.91,742,3991.0,2,0,0
5002,0.1322,10.34817337,17.96,712,1440.0,0,0,0
1779,0.1316,11.00209984,14.08,672,3810.041667,1,1,0
2832,0.1221,11.184421400000002,9.87,782,4829.958333,0,0,0
6023,0.16699999999999998,11.00584283,2.11,742,1261.041667,1,0,1
5725,0.1357,9.998797732,19.25,707,1110.041667,0,0,0
2383,0.1411,9.210340372000001,8.28,677,1920.0,1,1,1
6777,0.1531,11.69524702,8.39,692,3480.041667,0,0,0
5175,0.1322,11.184421400000002,0.93,737,1409.958333,0,0,1
1746,0.1505,11.27720313,16.74,682,1440.0,1,0,0
3205,0.1126,10.4341158,14.93,722,4980.0,1,0,0
366,0.092,12.01370075,0.33,732,3600.0,0,0,0
861,0.1292,10.71441777,19.89,692,5249.958333,1,0,0
66,0.0996,11.26446411,11.06,702,4979.958333,0,1,0
6512,0.07400000000000001,11.184421400000002,21.52,702,3210.0,1,0,0
2140,0.1379,11.27720313,3.08,752,4380.0,7,0,0
3358,0.1158,11.12136326,2.2,732,4740.0,1,0,0
3955,0.1442,10.22441096,14.67,672,5249.958333,3,1,1
9292,0.1287,9.729134165,6.64,722,3509.958333,5,0,1
6612,0.07400000000000001,11.19821472,0.44,697,5190.041667,0,1,0
4449,0.1426,10.645424900000002,1.34,687,5279.958333,1,1,0
836,0.0768,12.128111099999998,11.97,777,5526.958333,0,0,0
8106,0.1109,12.30138283,21.28,747,8730.0,5,0,0
3905,0.1316,10.71441777,24.91,687,3899.958333,0,0,0
4949,0.1531,9.61580548,6.8,667,1110.0,1,2,0
8951,0.1411,10.645424900000002,13.71,692,4650.041667,5,1,0
6103,0.07400000000000001,10.1266311,20.02,762,3301.0,0,0,0
7364,0.1025,11.60823564,5.41,772,5460.0,2,0,0
7743,0.0743,11.65442503,1.0,802,6750.041667,5,0,0
117,0.1122,10.81977828,18.38,707,3359.0,1,0,0
7012,0.1062,10.4341158,18.07,717,2490.0,1,0,0
1941,0.1253,11.30220443,1.85,687,4320.0,2,0,0
4159,0.0859,11.40756495,4.88,737,8939.958333,1,0,0
6386,0.1148,11.27720313,6.88,752,7592.0,5,0,0
8190,0.1488,10.4341158,16.91,647,3750.041667,10,0,0
717,0.0945,11.73606902,5.28,727,9120.0,3,0,0
9517,0.1273,11.22524339,18.74,722,2340.041667,4,0,0
2986,0.1442,11.06563786,22.43,682,3510.0,1,1,0
3469,0.1284,11.15619338,17.3,687,2502.0,2,0,0
6514,0.0894,9.92329018,8.0,747,2971.0,1,0,0
567,0.1008,10.385913699999998,16.26,717,1560.0,1,0,0
8927,0.1474,11.00209984,7.6,682,5940.041667,5,2,0
4442,0.0859,9.472396897000001,0.0,727,6540.0,2,0,1
5447,0.1392,9.906682443,17.58,677,1750.9583329999998,0,0,0
1008,0.1222,11.00209984,18.08,692,3190.0,1,0,0
932,0.1008,10.48192509,21.57,747,4889.958333,0,0,0
907,0.1071,10.59663473,18.75,712,4560.0,0,0,0
1684,0.1209,10.66895539,10.1,682,4350.0,1,2,0
2762,0.1347,11.03488966,13.53,692,3990.0,3,0,0
8304,0.145,9.903487553,6.3,652,2070.041667,1,2,0
5266,0.1218,11.03488966,20.69,727,7355.0,2,0,0
8748,0.1191,11.05673006,13.9,687,2339.958333,4,0,0
3028,0.16,12.06681058,15.43,687,5249.958333,1,0,0
8378,0.1861,10.91508846,1.66,652,2280.0,4,1,1
3287,0.1316,12.388394199999999,0.94,742,8459.958333,2,0,0
7755,0.1059,9.903487553,12.9,697,4169.958333,4,0,0
6942,0.0774,11.00209984,4.94,767,2644.041667,0,0,0
3221,0.1126,11.33857208,7.0,772,7170.0,3,0,1
4461,0.1322,11.24457532,17.36,707,3960.0,1,0,0
2702,0.08,11.15625052,3.05,777,4020.958333,0,0,0
3005,0.1347,11.63539085,10.02,707,4169.958333,1,0,0
1526,0.1083,10.27931786,5.36,702,3780.041667,0,1,0
4378,0.1148,10.51856508,10.12,722,5699.958333,0,0,0
5517,0.1183,10.71441777,23.15,702,3632.0,0,0,0
8457,0.1482,10.645424900000002,13.34,647,2639.958333,3,0,0
1772,0.1316,10.49127422,21.5,702,1560.041667,0,0,1
2260,0.0963,10.59663473,20.07,747,10470.04167,0,0,0
1142,0.1071,10.51325312,16.24,697,4919.958333,0,0,0
9574,0.1253,11.14186178,0.21,722,4380.0,5,0,1
6116,0.1183,11.22524339,18.88,707,2928.0,2,1,0
8522,0.1829,11.46163217,20.48,652,7207.0,7,1,0
1147,0.1166,11.01862914,17.59,687,2850.0,2,0,0
7552,0.0714,11.22364211,19.7,777,5280.041667,0,0,0
3438,0.0963,11.00209984,15.7,742,5460.0,0,0,0
4987,0.0894,11.11654398,12.49,777,3633.0,0,0,0
2813,0.1635,11.51288546,20.93,677,4863.0,0,0,0
9037,0.0768,11.22524339,20.74,727,3090.0,0,0,0
9419,0.1253,11.40756495,7.56,697,10440.04167,4,0,0
1493,0.14300000000000002,9.61580548,15.04,662,3330.0,3,0,0
5483,0.0859,11.22524339,10.5,757,14400.0,0,0,0
887,0.1166,10.91348718,16.91,712,4859.958333,0,0,1
8166,0.1457,10.817736199999999,25.4,707,6360.041667,0,0,1
3346,0.1221,11.08214255,13.85,717,5730.0,1,2,0
3591,0.0768,10.83958091,19.19,757,3479.958333,1,0,0
848,0.0976,10.26813067,21.92,762,3120.0,0,0,0
1531,0.1083,10.59663473,15.75,697,5160.041667,2,0,1
782,0.157,11.35035948,20.44,672,5490.0,1,0,0
2114,0.1284,11.08201946,4.89,687,5520.0,1,0,1
1406,0.0768,10.858999,7.57,762,7831.0,0,1,0
3755,0.1189,11.3736634,5.57,697,8519.958333,0,1,0
5069,0.0894,10.71441777,13.81,787,7949.958333,0,0,0
4309,0.1843,11.35040654,12.51,667,2580.0,0,0,0
3768,0.1095,10.46310334,1.99,762,3540.0,3,0,0
1154,0.1197,10.77895629,10.4,667,3839.958333,1,0,0
7320,0.0988,9.472704636,17.54,732,2010.0416670000002,3,0,0
5780,0.1357,12.429216199999999,0.89,682,2190.0,2,0,0
778,0.1261,11.09741002,13.4,687,3419.958333,0,0,0
3142,0.1392,11.00209984,23.14,702,7889.958333,1,0,0
6495,0.1496,12.20607265,0.2,707,5220.041667,0,1,0
3741,0.0963,11.22524339,9.12,747,2759.958333,2,0,0
8303,0.1355,11.27973158,15.06,657,2880.0,3,1,0
7042,0.0988,11.09741002,7.69,752,5400.041667,0,0,0
5870,0.1531,10.81977828,5.26,727,12690.0,3,0,1
7748,0.0743,11.10682015,10.36,787,5250.041667,5,0,0
3373,0.1095,11.28983191,12.4,762,3065.958333,1,0,0
8413,0.1039,10.46310334,12.72,727,4529.041667,0,0,0
43,0.1028,12.20607265,0.0,677,3779.958333,0,1,0
403,0.0838,12.07254125,15.11,742,4919.041667,6,0,0
768,0.1071,10.91508846,6.11,697,3689.958333,0,0,0
4351,0.1148,11.91839057,6.42,732,4830.0,0,0,0
5408,0.16,10.89673933,11.2,702,3945.958333,3,0,1
0,0.1189,11.35040654,19.48,737,5639.958333,0,0,0
2232,0.1189,10.59663473,21.36,732,4920.041667,1,0,0
3115,0.0768,10.25765937,2.23,712,1499.958333,0,0,0
4773,0.1426,11.15625052,13.68,687,4860.0,1,0,0
2373,0.1379,11.15619338,14.8,687,3210.0,0,1,0
4352,0.0894,11.49272276,17.2,762,5108.0,0,0,0
7187,0.1025,11.69524702,14.2,732,13410.04167,1,0,0
142,0.1091,10.57131693,11.78,707,4889.0,0,0,1
9125,0.1158,11.00209984,7.14,732,3809.958333,5,0,1
854,0.0976,11.00209984,1.8,717,3820.0,2,0,0
7395,0.1025,11.66134547,18.61,707,6510.041667,0,0,0
5573,0.0894,10.34174248,14.94,762,6149.958333,1,0,0
6663,0.16,11.21182037,12.65,707,3064.041667,1,0,0
341,0.1204,11.05089001,12.5,667,3300.0,3,0,0
6508,0.1287,10.91508846,16.15,687,3391.041667,0,0,0
4261,0.1531,10.81985828,22.51,667,3878.958333,3,0,0
871,0.1229,11.48452599,19.7,707,4530.0,1,0,0
9463,0.1878,10.49127422,19.2,677,1290.041667,9,0,0
8231,0.1671,11.51292546,29.04,692,13530.0,1,0,1
5638,0.1287,12.03617361,13.7,722,5280.041667,0,0,0
152,0.1059,9.61580548,24.4,737,3209.958333,3,0,0
6987,0.1461,11.04132055,8.46,712,4920.041667,1,0,0
6169,0.1253,11.00209984,4.12,687,3600.0,1,0,0
5532,0.1183,11.184421400000002,19.5,737,4500.0,1,0,0
5065,0.1357,11.09741002,6.29,697,3539.958333,0,0,0
2154,0.16,11.62625415,17.94,662,4320.0,2,1,0
5294,0.1565,12.36734079,12.39,677,5459.958333,2,0,0
9252,0.1287,9.629050707000001,13.58,712,4891.0,7,0,1
7922,0.1438,11.24504602,9.98,642,4679.958333,6,0,1
4784,0.1218,10.79957558,16.97,722,4200.958333,0,0,0
2116,0.1284,10.71441777,9.68,712,6720.041667,0,1,0
9241,0.1565,10.59653473,12.33,667,3270.0,4,0,1
9523,0.1422,10.93310697,24.32,717,4230.041667,5,0,0
4806,0.1218,10.88743693,10.5,692,6119.958333,0,0,0
6254,0.1357,11.38509209,16.05,672,7080.041667,0,0,0
7607,0.0988,10.90888746,19.39,762,12752.04167,1,0,0
7180,0.1062,10.1266311,7.06,702,2792.041667,3,0,0
8967,0.1947,10.48574786,12.27,662,3450.041667,7,0,0
2876,0.0768,10.81977828,11.59,722,2130.0,2,0,0
8705,0.1324,10.37349118,6.94,652,3180.0,1,2,0
2660,0.1568,9.392661928999999,11.8,672,1499.958333,0,0,1
6561,0.0705,11.77528973,4.98,792,7620.0,0,0,0
6936,0.1322,9.487972109,5.82,727,2760.041667,1,0,0
3393,0.1253,10.40571633,13.62,677,3150.0,1,0,0
8914,0.1126,11.22524339,11.6,712,5550.0,4,0,0
8294,0.0945,11.08214255,0.92,712,3240.0,5,0,0
7188,0.1062,11.21559702,23.54,707,3840.041667,3,0,0
1152,0.0832,10.69194491,3.74,747,3389.958333,1,0,0
4208,0.1183,11.22524339,5.66,737,6075.958333,0,0,0
5161,0.0894,11.14186178,9.53,742,2489.958333,0,0,0
3081,0.1095,10.84099168,5.69,757,6810.0,0,0,0
9344,0.1218,11.09741002,12.45,712,4890.0,2,0,1
8624,0.1482,10.12647109,3.55,642,509.95833330000005,3,0,0
6544,0.1148,11.91839057,0.7,812,11703.0,0,0,0
74,0.0964,11.22524339,20.0,772,4920.958333,3,0,1
8482,0.0976,10.4968144,17.87,717,4859.958333,4,0,0
7338,0.1099,11.2708539,14.14,732,3198.041667,1,0,0
7571,0.0788,10.75790288,4.98,747,2940.0,0,0,0
8858,0.1178,10.73639668,11.74,702,1980.0416670000002,4,0,0
5145,0.0894,11.15625052,14.66,747,5339.958333,2,0,0
4114,0.1531,9.862665558,8.56,677,1920.0,0,1,0
560,0.1071,11.00209984,0.4,707,1620.041667,2,0,0
5950,0.0894,10.4341158,0.18,817,5432.0,0,0,0
7105,0.0988,10.37349118,17.06,732,4475.0,1,0,0
8009,0.1059,10.1266311,10.22,687,2729.041667,4,0,0
2906,0.1663,11.47210347,18.46,682,11490.0,0,0,0
8390,0.1576,10.83340541,21.24,647,2070.041667,1,0,0
3925,0.0894,11.51292546,9.6,752,3893.958333,3,0,0
