int.rate,log.annual.inc,dtai,fico,days.with.cr.line,inq.last.6mths,delinq.2yrs,default
0.138,12.20607265,3.07,662,8370,0,2,0
0.1096,10.96819829,15.43,707,2550,2,0,0
0.0832,10.34174248,4.26,742,1830,0,0,0
0.0832,11.31447453,8.34,737,8100,0,0,0
0.1222,10.51688023,13.16,677,4529.958333,3,0,0
0.1254,10.34174248,3.02,667,7380,3,0,0
0.1128,10.47728798,22.78,702,3871.958333,1,0,0
0.1033,10.75790288,1.79,702,3179.958333,2,0,0
0.1286,11.56171563,10.71,682,4470,0,0,0
0.1475,10.23995979,12.47,662,1349.958333,3,0,0
0.0768,12.07254125,5.19,782,4807,0,0,0
0.1601,10.61888534,24.47,697,5309.958333,0,1,0
0.1128,10.59663473,5.43,682,4679.958333,1,0,0
0.1254,11.27720313,10.92,672,5699.958333,0,0,0
0.0863,11.33857208,16.11,762,5850,0,0,0
0.1191,10.23981692,19.33,687,2280,1,0,0
0.1096,10.40426284,8,687,3630,0,0,0
0.097,9.798571383,7.13,712,1890,1,0,0
0.1096,9.998797732,20.02,722,3899.958333,1,0,0
0.1507,11.22524339,19.44,662,5699.958333,2,0,0
0.1159,11.9511804,11.92,692,3089.958333,2,0,0
0.1317,11.18007865,18.95,677,6329.958333,0,0,0
0.1222,11.66736182,11.75,677,2850,1,0,0
0.1507,10.22194128,7.9,662,1500,1,0,0
0.1128,11.98292909,11.19,687,5369.958333,1,0,0
0.1128,10.93403511,19.25,707,3539.958333,1,0,0
0.097,10.83958091,13.44,752,5400,5,0,0
0.1001,10.59663473,5.13,717,6300,3,0,1
0.0832,10.1960079,6.58,722,6270,1,2,0
0.1317,11.29601246,23.03,702,12450,0,2,0
0.1191,10.6454249,23.63,742,5207,8,0,0
0.1033,11.13616442,8.62,722,2789.958333,1,0,0
0.1128,10.6454249,13.43,687,3210,0,0,0
0.1475,11.04132055,12.96,692,4320,3,0,0
0.1128,10.08580911,12.45,717,6119.958333,0,1,1
0.1096,10.70826555,17.41,732,4320,3,0,0
0.1159,10.54534144,8.53,682,4290.958333,3,0,1
0.1286,10.43081625,14.77,672,7139.958333,1,1,0
0.1317,11.00209984,14.6,667,2610,1,0,0
0.0832,10.81977828,17.9,757,4139.958333,0,0,0
0.0832,10.34174248,8.5,742,1860,0,0,0
0.1191,10.51686074,19.77,677,4559.958333,1,0,0
0.1191,11.20403338,18.11,687,4619.958333,0,0,0
0.1412,10.3859137,23.85,682,3569.958333,1,0,0
0.1633,10.81977828,10.8,667,5249.958333,0,0,1
0.097,10.59568428,20.84,757,7829.958333,0,0,0
0.1191,10.79949394,14.33,682,4533.958333,0,1,1
0.097,10.30895266,15.04,747,1679.958333,0,0,0
0.1475,10.30895266,20.4,662,3240,2,0,0
0.1033,10.30908599,13.88,752,2670,6,0,0
0.1633,10.91508846,26.05,672,5430,2,0,0
0.1096,11.08214255,12.04,697,8219.958333,0,0,0
0.1191,10.83467754,20.69,707,5669.958333,0,0,0
0.1222,10.91508846,14.84,677,3240,0,0,0
0.1286,10.48514436,13.45,662,4619.958333,2,0,0
0.1096,11.22524339,9.92,687,6240,1,0,1
0.1096,10.30895266,0.6,722,1440,3,0,0
0.1096,10.70817611,18.52,712,2250,0,0,0
0.1033,10.30895266,5.52,712,1649.958333,1,0,0
0.1222,10.24313332,17.63,677,2550,2,1,0
0.0832,10.71163613,13.64,777,4559.958333,2,0,0
0.1222,10.63585545,22.36,677,5580,2,0,0
0.0832,10.54534144,2.53,732,2789.958333,1,0,0
0.1222,11.42954386,5.06,722,6389.958333,0,0,0
0.1696,10.46310334,29.42,672,5339.958333,2,0,0
0.1191,12.07254125,2.47,677,1770,1,0,0
0.1096,10.71441777,13.6,722,4470,3,0,0
0.08,10.87804719,6.23,752,4649.958333,1,0,0
0.1146,11.28978191,21.72,697,7577,0,0,1
0.1159,11.51292546,20.29,707,6119.958333,0,0,0
0.1001,10.46310334,1.2,722,3330,0,0,0
0.1538,11.28978191,9.24,667,6540,2,0,1
0.0768,10.6214249,9.39,787,5044.958333,1,0,0
0.1128,11.1844214,16.86,697,2208,1,0,1
0.1033,10.6454249,0,772,7529.958333,6,0,0
0.0832,10.59663473,13.02,752,6300,0,0,0
0.0832,11.31447453,4.36,752,3420,3,0,0
0.1128,10.91508846,4.65,682,3209.958333,0,0,1
0.1128,11.05879518,14.68,687,4770,2,0,1
0.1159,10.81977828,20.45,707,5820,2,0,0
0.0832,10.93310697,17.04,752,7499.958333,2,0,0
0.0737,11.25631561,0.74,782,12407,0,0,0
0.1254,11.37779279,20.95,702,6630,0,0,0
0.1221,11.28978191,7.93,742,6378.041667,1,0,0
0.08,12.34583459,3.92,782,4372,2,0,0
0.1159,10.30895266,17.08,687,4500,1,0,0
0.138,10.81977828,20.3,672,3690,1,0,0
0.1033,9.998797732,9,697,1860,1,0,0
0.0863,9.952277717,1.71,742,2345,1,0,0
0.1096,11.05089001,6.17,697,8820,1,0,0
0.1001,10.81977828,9.62,717,3119.958333,2,0,0
0.1128,10.51325312,4.83,687,5220,0,0,0
0.1412,10.23995979,24.77,682,3239.958333,0,0,0
0.0863,12.32385568,7.44,742,4380,2,0,0
0.0832,10.858999,19.41,782,13260,0,0,0
0.1128,11.3736634,1.32,722,1260,1,0,0
0.0863,11.28983191,1.84,727,4530,1,0,0
0.1128,10.7711761,5.24,712,5699.958333,0,0,1
0.138,10.77895629,1.35,662,1890,0,0,0
0.1159,11.35040654,13.19,682,7499.958333,0,0,0
0.1349,11.89067673,9.58,662,7710,1,0,1
0.1128,10.4341158,10.06,692,1769.958333,1,0,0
0.1286,10.42376834,17.31,672,1950,0,0,0
0.1159,11.66650455,11.89,687,2910,1,0,0
0.0768,10.92952915,3.59,757,7529.958333,1,0,0
0.1128,10.46310334,15.69,697,4320.958333,1,0,1
0.1286,10.96819829,13.57,667,2519.958333,2,0,0
0.1304,11.05089001,6.76,667,6167.958333,3,1,1
0.08,10.96812932,10.78,757,3179.958333,3,0,0
0.0768,10.6214249,10.74,792,4589.958333,3,0,0
0.1001,11.27720313,15.21,727,4979.958333,0,1,0
0.1033,10.34174248,10.03,702,3839.958333,0,0,0
0.1096,10.51009597,7.16,697,3599.958333,3,0,0
0.1412,10.08580911,9.3,662,1470,0,0,0
0.1272,10.71441777,10.64,667,3179.958333,0,3,0
0.1051,10.95080655,10.59,707,7350,0,2,0
0.1146,9.942708266,3.58,707,3879.041667,0,0,0
0.1209,10.59663473,21.93,712,4650.958333,0,0,0
0.1083,10.54534144,13.54,712,3930.958333,2,0,0
0.1178,10.27090459,0.66,717,1142,0,0,0
0.1051,10.6454249,16.23,727,3573.958333,1,0,0
0.1083,10.76840078,21.53,742,3604.958333,1,0,1
0.1241,11.56171563,20.29,747,5585,7,0,0
0.1051,11.98292909,9.55,722,4685.958333,0,0,0
0.1588,11.46163217,24.19,667,5375.958333,0,0,0
0.0907,11.00209984,4.86,752,7626.958333,1,0,0
0.102,11.27663335,11.99,732,4686.958333,3,0,1
0.0907,10.37361617,1.84,742,2680,1,0,1
0.1083,11.40756495,20.91,747,5641,0,0,0
0.0907,11.08214255,5,752,4384,1,0,0
0.0832,10.858999,12.39,722,3800,0,0,0
0.102,10.91508846,0.33,802,3216.958333,0,0,0
0.1272,11.31447453,11.12,677,6008,0,1,0
0.1114,10.83958091,6.4,697,4709.958333,2,0,0
0.1336,10.71441777,1.73,687,3509.958333,1,0,0
0.0907,10.96812932,9.35,742,9419.958333,1,0,0
0.1146,11.32418334,14.16,707,6089.958333,0,0,0
0.1557,10.93310697,1.18,672,1409.958333,2,0,0
0.1304,11.03488966,18.21,682,5777.958333,1,0,0
0.0938,10.91508846,6.41,737,2459.958333,2,0,1
0.1178,10.73116563,15.21,707,5039.958333,0,0,0
0.1304,11.2515607,22.08,707,5220,1,0,0
0.08,10.91508846,3.53,787,14159.95833,2,0,1
0.0938,11.81303006,9.91,767,13620,0,0,0
0.1493,11.98292909,10.73,682,1799.958333,0,0,0
0.1209,10.87804719,4.3,692,1679.958333,1,0,0
0.0938,10.71441777,12.96,757,3599.958333,0,0,0
0.1146,10.34817337,13.73,692,2069.958333,0,0,1
0.0768,10.23995979,5.57,777,6095.041667,0,0,0
0.1462,11.98292909,9.04,682,5369.958333,1,2,1
0.0938,11.49685706,19.36,732,6000,2,0,0
0.1178,10.30895266,17.72,692,6270,1,1,0
0.1209,11.1124479,19.22,702,5220,1,0,1
0.1272,11.73606902,10.62,692,5970,0,0,0
0.1367,11.75038998,11.16,662,6839.958333,1,1,0
0.1178,10.6454249,10.57,682,3780,3,0,0
0.0907,11.35040654,5.46,737,3090,1,0,0
0.0963,10.30895266,2.64,717,1928.958333,1,0,0
0.1114,11.51292546,5.95,732,6119.958333,2,0,0
0.1304,11.47210347,8.98,697,1170,1,0,0
0.08,11.21182037,11.46,772,6419.958333,0,0,0
0.1178,10.858999,9.09,687,3629.958333,0,0,0
0.1051,10.71441777,11.41,787,3929.958333,0,0,0
0.1178,10.75790288,22.49,692,8160,3,0,1
0.06,10.23995979,12.09,667,2550,1,0,0
0.0768,11.1844214,16.9,767,6419.958333,0,0,0
0.1241,10.54534144,9.06,692,5250,1,0,0
0.1083,11.1844214,17.87,712,3899.958333,0,0,0
0.1241,11.03488966,22.43,682,8669.958333,2,2,0
0.1241,11.51292546,7.88,677,9270,0,0,0
0.0768,10.858999,7.57,762,7831,0,1,0
0.1367,11.46163217,17.68,697,3330,1,0,0
0.102,11.15619338,8.21,732,3070,3,0,0
0.1083,11.01006801,16.01,732,5850,3,0,0
0.1178,11.42081018,2.14,732,4410,2,0,1
0.1241,10.77895629,17.53,707,6509.958333,1,0,1
0.1304,10.38887228,24.89,672,1830,1,1,0
0.08,10.59663473,6.48,777,4923,1,0,0
0.1083,11.00209984,12.36,692,5190,1,3,0
0.1336,10.99373159,16.24,662,3539.958333,1,0,0
0.1367,11.69524702,13.01,672,4200,3,0,1
0.102,10.73630972,6.03,787,4589.958333,0,0,0
0.1178,11.44035477,17.43,707,3899.958333,0,0,0
0.102,10.66886237,9.15,727,2909.958333,1,0,0
0.1241,12.76568843,5.86,692,2429.958333,2,0,1
0.1051,11.05089001,22.63,717,6660,3,0,0
0.1146,10.49127422,19.3,702,2069.958333,0,0,0
0.1146,12.3883942,3.64,722,3209.958333,0,0,0
0.1146,10.89673933,21.69,722,5250,1,0,0
0.1209,11.44571672,12.92,687,2190,0,0,0
0.1462,11.58988651,11.56,667,4649.958333,1,1,1
0.0938,10.71441777,10.69,742,2760,1,0,0
0.1557,10.79957558,12.39,672,4830,1,1,0
0.1051,10.40477786,2.4,767,3848,1,0,0
0.1083,10.57131693,18.22,717,2519.958333,1,0,0
0.1114,10.6214249,21.92,722,2640,2,0,0
0.102,11.51292546,7.93,747,3599.958333,0,0,1
0.1304,11.98292909,12.61,692,3569.958333,0,0,0
0.1304,10.40426284,12.8,667,8130,3,2,0
0.1304,12.22342128,7.02,692,3720,0,0,0
0.1146,11.45100751,7.85,727,6600,1,0,1
0.1178,11.12726298,22.43,717,8013,0,0,0
0.1126,11.15625052,1.73,742,3038.041667,3,0,0
0.1493,11.00209984,20.58,682,6720,0,0,1
0.1083,11.08220409,8.2,742,4171,1,0,1
0.1241,11.14186178,11.5,682,1920,1,0,0
0.1442,11.17147687,15.18,662,6709.041667,1,0,0
0.0907,11.03495418,4.32,782,5369.958333,1,0,0
0.1051,10.85892207,7.82,722,4379.958333,3,0,0
0.102,10.59653473,13.08,722,3929.958333,3,0,0
0.1367,10.1266311,24.34,672,1223.041667,2,0,0
0.102,10.6454249,11.09,707,2519.958333,2,0,0
0.1114,11.22524339,7.81,722,7140,0,0,0
0.1367,11.0744205,13.13,687,3989.958333,0,0,0
0.1051,11.22524339,24.93,772,3840,1,0,0
0.1178,10.6214249,15.31,712,3000.041667,3,0,0
0.1241,11.40756495,7.4,697,1470,2,0,0
0.1493,11.60823564,24.8,662,5580,1,1,0
0.1051,11.22524339,20.23,707,4619.958333,0,0,0
0.08,10.97678203,5.07,817,4081,0,0,0
0.1083,10.37361617,21.48,717,5990.041667,1,0,0
0.1083,10.62132735,13.29,712,5190,1,0,0
0.1493,11.31447453,8.68,682,5339.958333,0,0,0
0.1148,11.28978191,3.33,762,3925.958333,1,0,0
0.102,10.3155972,12.87,752,5789.958333,2,1,0
0.0938,10.1266311,15.98,767,3757.041667,3,0,0
0.1178,10.80576049,17.67,722,3599.958333,1,0,0
0.1272,10.57131693,9.29,712,6179.958333,0,0,0
0.1051,10.43399815,11.19,757,2520,3,0,1
0.1051,11.02190247,5.67,752,1799.958333,0,0,0
0.1272,10.97848998,0.51,702,4019.958333,2,0,0
0.0907,11.06929109,3.03,727,6509.958333,0,0,1
0.102,10.37349118,4.95,717,9570,1,2,0
0.1399,10.79314679,10.11,662,4830,1,0,0
0.1146,10.77895629,12.43,682,1950.041667,1,0,0
0.1178,11.09133097,8.8,717,2310,2,0,0
0.1241,10.71441777,24.75,722,6179.958333,1,0,0
0.1146,10.26102213,7.22,702,1650,2,1,0
0.1525,11.81303006,15.56,722,11850,0,0,0
0.1114,11.00209984,8.64,702,4350,1,1,0
0.1367,11.6127708,24.03,667,4739.958333,3,0,0
0.08,10.69194491,1.94,822,11579.95833,2,0,0
0.1083,11.26446411,11.52,717,4319.958333,1,0,1
0.1083,10.91501573,14.34,772,4229.958333,4,0,0
0.1367,11.2362229,13.97,682,3636.958333,0,0,0
0.1272,10.81977828,24.94,687,3690,0,0,0
0.1399,10.55059079,10.71,662,4590,0,0,0
0.143,11.1844214,20.87,662,3269.958333,0,0,0
0.1442,11.22524339,3.22,682,3180.041667,0,2,0
0.0907,10.73639668,21.65,747,2970,0,0,0
0.143,10.52406404,23.27,667,3000,1,0,0
0.1426,11.50287513,3.83,762,6059.958333,3,0,0
0.1146,11.36210258,13.86,757,4530,0,0,1
0.1304,10.74720759,5.7,677,8249.958333,0,0,0
0.1241,9.998797732,11.73,677,3539.958333,3,0,1
0.08,11.09741002,20.25,772,8220,3,0,0
0.1083,11.15625052,14.33,727,5069.958333,0,0,0
0.143,9.61580548,15.04,662,3330,3,0,0
0.1304,9.998797732,5.02,697,2159.958333,0,0,0
0.1525,10.97164063,11.48,662,4920,3,0,1
0.1083,10.55841352,17.86,737,2670.041667,1,0,0
0.1209,10.77895629,9.8,712,4290,1,0,0
0.1272,10.59923136,22.53,682,4020,3,2,0
0.1114,10.6214249,4.54,702,3840.041667,0,0,0
0.1367,11.00209984,12.54,697,3570,3,0,0
0.1146,11.42954386,8.28,692,6030.041667,2,0,0
0.1051,10.30895266,14.36,727,1920.041667,0,0,0
0.1178,11.98292909,7.68,682,3630,3,0,0
0.1146,11.31447453,15.5,727,3364.041667,1,0,0
0.1051,11.43932198,19.8,762,7590,6,0,0
0.1083,10.46310334,17.62,712,2640.041667,0,0,0
0.1241,9.903487553,0.6,762,1440,0,0,0
0.1272,11.36917056,20.12,682,2790,1,0,0
0.1399,11.69524702,19.76,692,3780.041667,0,1,0
0.08,11.40756495,4.28,762,5010,0,0,0
0.1114,11.3736634,11.88,702,4110.041667,3,0,1
0.1146,11.51292546,4.43,707,2850,2,0,0
0.1399,11.11274636,4.15,662,3960,1,0,0
0.1241,10.46310334,6.38,712,1410,1,0,0
0.08,11.22524339,17.81,767,8010,0,0,0
0.1241,11.48246626,19.24,677,5460,0,0,0
0.1114,10.6214249,20.46,717,2831,0,0,0
0.1399,11.06663836,5.38,702,3600,2,0,1
0.1146,11.05089001,15.83,727,3660,1,1,0
0.1367,9.61580548,14,662,3000.041667,0,0,1
0.0768,10.59663473,24.15,782,3030.041667,0,0,0
0.1083,10.96819829,14.38,737,4050.041667,0,1,0
0.1557,10.78931908,2.72,672,3010.041667,1,0,1
0.0907,10.81977828,9.62,752,6150,0,0,0
0.1114,11.08214255,22.41,697,7350.041667,0,6,0
0.1083,10.27931786,5.36,702,3780.041667,0,1,0
0.1114,11.91839057,2.5,722,7710.041667,0,2,0
0.1178,10.39696354,16.85,717,4530.041667,2,0,0
0.1347,11.47210347,13.44,707,2256,3,0,0
0.1083,10.82988702,14.59,707,4050.041667,1,0,0
0.1083,10.59663473,15.75,697,5160.041667,2,0,1
0.1241,11.38509209,23.88,677,3750.041667,1,0,1
0.1367,10.71441777,16.29,662,2160,0,0,0
0.1114,10.49127422,21.8,712,10368.04167,0,0,1
0.1272,10.56746336,3.98,667,1830,0,0,0
0.1493,10.16585182,11.77,662,1170.041667,1,0,0
0.0768,10.74181674,3.97,762,10260.04167,1,0,0
0.1336,11.35040654,10.74,687,6630.041667,2,0,1
0.1178,10.858999,15.42,727,3755.041667,0,0,1
0.1178,11.56171563,5.04,707,3630,1,0,0
0.0938,11.40756495,8.93,772,5648.041667,1,0,1
0.1399,10.83981618,13.81,672,3060.041667,0,0,0
0.1392,11.38962725,24.94,692,4975.958333,1,0,0
0.1904,11.71993963,5.84,662,6210,1,1,1
0.1209,10.81977828,19.73,692,3360.041667,3,0,0
0.1336,11.00209984,7.24,697,5250.041667,0,2,0
0.08,10.97848998,5.58,757,7590,1,0,0
0.0768,10.35316092,19.33,777,2610.041667,1,0,0
0.0907,11.46163217,9.79,807,7470.041667,2,0,0
0.1178,10.6454249,10.6,692,3090.041667,1,0,0
0.1051,11.00209984,23.46,717,3403.041667,1,0,0
0.1399,10.81977828,12.14,677,2220.041667,3,0,0
0.1557,10.59653473,0,687,2940.041667,1,0,0
0.1114,10.6454249,19.54,702,3990,1,0,0
0.1336,10.34595939,17.46,662,1860.041667,0,0,0
0.0907,10.77895629,14.6,742,7350.041667,0,0,0
0.1146,11.42954386,12.63,727,5520.041667,0,0,0
0.1209,10.1266311,11.04,692,8435.041667,0,1,1
0.1114,11.00209984,6.48,782,2580.041667,0,0,0
0.1367,11.22524339,22.08,692,2940.041667,0,0,0
0.1241,11.59910316,14.38,702,5640.041667,1,0,0
0.1051,11.00209984,9.94,757,5010,0,0,0
0.1051,10.93310697,12.94,702,9120,0,0,0
0.1146,11.00209984,18.42,682,4470.041667,0,1,0
0.1872,11.00209984,19.8,667,3271,1,0,1
0.102,11.05089001,11.09,717,3600,3,0,0
0.1146,10.82480563,13.09,717,1260.041667,1,0,0
0.102,9.546812609,0.86,757,1772,1,0,0
0.1209,11.51292546,15.01,687,5130.041667,0,0,0
0.1146,10.27505111,4.34,687,2280.041667,1,0,0
0.1146,11.22524339,11.58,707,4350,0,0,0
0.1367,10.87804719,16.35,662,9030,0,1,0
0.162,11.08367983,14.91,662,4621,3,0,0
0.1272,10.70205455,3.08,677,5400,1,2,0
0.1493,10.91523391,12.85,667,4052.041667,0,0,0
0.1051,11.35035948,21.12,722,7350.041667,1,0,0
0.0907,11.35040654,1.5,792,4470.041667,0,0,0
0.0938,11.31447453,0,747,7920,0,1,0
0.1588,11.69524702,20.67,662,6000.041667,1,0,0
0.1114,11.28978191,24.77,712,3750.041667,1,0,0
0.1304,10.87812266,8.87,692,4380,0,0,0
0.1367,12.4292162,10.51,712,3990,2,0,0
0.1209,11.3224427,18.06,682,3030.041667,0,0,0
0.0737,10.9241383,8.95,772,7410.041667,0,0,0
0.1336,11.75978554,16.62,712,7890.041667,1,0,1
0.1493,10.63969422,21.55,672,5460,0,0,1
0.1146,11.15625052,0.26,807,6570,1,0,0
0.1083,10.61820051,24.43,717,3900,1,0,0
0.1399,11.22524339,11.98,677,5160.041667,1,0,0
0.1146,11.23848862,22.97,697,4290,0,0,1
0.1557,10.73639668,12.5,667,1860.041667,1,0,0
0.1051,11.69524702,3.91,742,4110.041667,1,0,0
0.1379,11.69524702,3.02,667,3289,1,3,0
0.1083,11.65268741,8.42,742,7320,3,0,0
0.1083,11.00209984,8.66,712,4710,0,0,0
0.102,10.69194491,14.37,732,2610.041667,0,0,0
0.1083,11.60827201,17.82,722,10290.04167,0,0,0
0.1209,10.81977828,11.16,717,3450.041667,0,0,0
0.0768,11.22524339,11.9,752,3210,0,0,0
0.1588,11.00209984,17.14,672,10170,1,0,0
0.102,11.04574983,3.56,722,8100.041667,2,0,0
0.0938,10.93310697,5.36,737,3570,0,0,0
0.1241,11.15625052,10.35,682,3180,2,3,0
0.102,10.45045222,16.22,747,7890.041667,0,0,0
0.1114,11.14919713,20.15,692,5250.041667,2,0,1
0.1241,11.60823564,10.92,702,5370,3,0,0
0.1715,11.21182037,19.83,667,3690.041667,3,0,0
0.0938,11.71177632,14.72,727,3900,2,0,0
0.1083,10.59663473,6.59,697,2310.041667,0,0,0
0.1178,10.59663473,5.43,687,2970.041667,0,1,0
0.1178,11.22524339,1.84,702,5430,1,0,0
0.1114,11.69524702,2.82,727,6690.041667,1,1,0
0.1051,11.91839057,2.92,827,8763,0,0,0
0.1221,11.8493977,11.97,742,6388.041667,4,0,0
0.1367,10.70957048,22.78,692,8490.041667,1,0,0
0.1525,11.00209984,1.28,702,1290.041667,1,0,0
0.1557,10.30895266,23.12,662,1200.041667,3,0,0
0.1272,10.21097225,7.19,682,1860.041667,0,0,0
0.1241,10.54534144,1.96,787,8641,7,0,0
0.08,9.878169745,9.23,772,5190.041667,2,0,0
0.1114,11.69524702,7.92,717,6060.041667,1,0,0
0.1178,11.12726298,5.29,687,3750.041667,0,1,0
0.1209,11.00209984,16.52,687,2940.041667,0,1,0
0.1209,11.12726298,4.29,697,1710,1,0,0
0.0768,10.81977828,8.47,782,4950.041667,0,0,0
0.0938,10.71441777,0,782,4500.041667,3,0,0
0.1304,11.47210347,13.95,722,1139.041667,1,0,0
0.1083,10.81977828,5.52,722,2581.041667,2,0,0
0.1209,11.08220409,21.03,702,3750.041667,1,0,0
0.0938,10.43399815,1.66,732,3287,3,0,0
0.1209,10.57867441,5.53,697,1650.041667,1,0,1
0.1336,10.85892207,18.19,682,3360.041667,1,0,0
0.1304,11.77528973,11.06,672,8192.041667,3,0,0
0.1304,11.1844214,3.52,712,3270,0,0,0
0.0938,11.51292546,10.6,752,6964.041667,0,0,0
0.08,10.64799303,23.88,747,4380,2,0,0
0.143,11.27720313,18.14,692,4440.041667,3,0,1
0.1241,11.05089001,13.81,672,2880,3,1,1
0.1178,11.40756495,13.63,687,8100.041667,2,0,1
0.1272,10.70099475,17.03,672,2670.041667,2,1,0
0.0907,10.85892207,3.67,807,5490,1,0,0
0.1588,11.51588109,11.13,697,4921.041667,0,0,0
0.08,10.93310697,7.85,747,4080.041667,0,0,0
0.1051,10.858999,19.87,707,6840,0,0,0
0.1272,11.93031914,15.72,692,4800.041667,0,1,0
0.0938,10.49127422,19.03,732,4114.041667,1,0,0
0.1367,10.72165816,2.57,677,3120.041667,0,2,0
0.1568,10.91508846,18.92,672,1680,0,0,0
0.0938,11.29476946,3.67,772,4410,1,0,0
0.1083,10.71441777,18.83,722,3660,3,0,0
0.1304,10.53049493,17.18,682,4590.041667,0,1,0
0.1178,11.62621844,7.77,712,3690.041667,2,0,0
0.0988,11.15625052,11.78,732,5667.041667,3,0,0
0.1083,9.210340372,21.84,697,3630,0,0,0
0.1557,10.78931908,14.57,662,6030.041667,1,1,0
0.1083,10.23995979,12.3,742,4500.041667,2,0,0
0.1126,10.5454467,2.34,712,2640.041667,1,0,1
0.102,11.2009507,11.36,732,2490,2,0,0
0.143,11.08214255,4.95,687,4830.041667,0,1,0
0.1083,11.00209984,2.88,762,3450.041667,0,0,0
0.1272,11.00209984,21.82,692,9750,2,1,0
0.102,11.41861479,13.32,737,1740,0,0,0
0.1146,11.53272809,13.56,707,5940.041667,1,0,0
0.1209,11.2185544,19.01,692,4500.041667,0,0,0
0.1209,11.22524339,11.25,747,7290,6,0,0
0.1272,10.96812932,9.48,692,3840.041667,3,0,0
0.0907,10.93310697,0.73,742,2370.041667,2,0,0
0.1178,11.32328922,0.22,807,3510.041667,0,0,0
0.0938,10.30895266,21.76,762,5280.041667,0,0,0
0.1178,10.23995979,14.77,692,1800,3,0,0
0.1336,11.25161265,18.56,682,3570,0,0,0
0.102,11.22524339,6.88,767,2760.041667,0,0,1
0.1146,10.81985828,8.74,692,1890.041667,0,0,1
0.1525,11.91839057,6.82,682,4980.041667,0,0,0
0.1715,11.05366789,19.13,667,4290,3,0,1
0.0938,10.81977828,14.34,747,1979.041667,2,0,0
0.0938,10.8731105,14.84,782,3900,0,0,0
0.1221,9.798127037,6.27,687,3575,1,0,1
0.1209,11.60357023,23.61,692,11040.04167,2,0,0
0.08,11.70949504,7.29,752,2913,0,0,0
0.1253,10.59663473,19.2,697,3270,3,0,0
0.1062,10.92823799,1.38,782,4370,0,0,0
0.1746,11.6351431,3.94,662,4530.041667,3,1,1
0.1209,10.66895539,10.1,682,4350,1,2,0
0.1367,11.05089001,9.03,667,11700,0,1,0
0.1083,12.10071213,6.24,747,3600,2,0,1
0.0938,11.40756495,10.55,767,14580,3,0,0
0.0932,11.64395373,0.45,772,6244.041667,0,0,0
0.1304,11.1124479,11.62,667,4350,3,0,0
0.1241,11.3736634,7.66,707,6900,0,0,0
0.1178,11.77528973,10.2,717,8460.041667,2,0,1
0.1178,11.22524339,11.47,707,3630,0,0,0
0.1304,10.9675084,13.77,672,2970.041667,0,0,0
0.1146,9.862665558,9.63,707,3420.041667,1,0,0
0.0907,10.77895629,0.75,732,3690.041667,0,0,0
0.1051,11.77581267,5.07,712,4470.041667,0,0,1
0.0938,11.22524339,13.42,742,6810.041667,0,0,0
0.1272,11.08214255,12.14,687,8880.041667,2,0,0
0.08,10.43399815,13.38,742,3330.041667,1,0,0
0.1189,10.10435114,22.28,687,6751.041667,0,0,1
0.1442,12.4049235,20.01,692,7290,1,0,0
0.1411,11.08214255,5.19,682,2130,2,0,0
0.1253,10.858999,19.45,707,3818.041667,0,0,0
0.1221,11.22524339,9.1,707,6240.041667,1,0,0
0.1505,10.81985828,10.63,677,4470.041667,0,1,0
0.1316,11.24630014,13.39,697,4350,2,0,0
0.1221,10.74720759,23.69,712,6360.041667,3,0,0
0.0768,10.69194491,17.59,787,5768,0,0,0
0.0938,10.77895629,14.54,742,7362.041667,0,0,0
0.16,10.49127422,21.93,667,1230.041667,0,0,0
0.1411,10.41271189,13.77,687,3030.041667,2,0,0
0.0932,10.4341158,23.86,742,5010,0,1,0
0.1189,10.25765937,24.63,687,2250.041667,2,0,0
0.1221,11.91839057,13.29,697,2250.041667,1,0,0
0.0932,10.53209621,16.64,752,3900,0,0,0
0.1158,11.91839057,14.47,722,4710,0,0,0
0.0963,10.23995979,1.76,772,2310.041667,1,0,0
0.0932,11.54248427,8.55,777,5430,1,0,0
0.1221,9.210340372,19.68,752,1121,0,0,0
0.0932,10.91508846,6.76,737,3330.041667,0,0,0
0.1284,11.7829526,17.68,707,4170.041667,3,0,0
0.1189,10.03801845,16.89,717,8100.041667,0,0,0
0.1158,11.77528973,19.37,757,8670,0,0,0
0.1379,10.59663473,21.63,682,7380.041667,3,0,1
0.1316,11.64395373,15.02,702,8880.041667,2,0,0
0.1158,11.05089001,7.85,712,6090,0,0,0
0.1158,11.26446411,14.52,742,4710,2,0,0
0.1442,10.81977828,7.39,692,4830.041667,1,0,0
0.1095,11.38509209,12.78,722,2640.041667,0,0,0
0.0932,10.71441777,14.24,737,2282.041667,0,0,0
0.1442,9.680344001,21.6,702,7170.041667,2,0,1
0.1568,11.46163217,22.68,712,3000.041667,2,0,0
0.0963,10.77895629,14.88,722,2880,1,0,0
0.1158,10.27518903,3.06,712,3300,0,1,0
0.1253,10.41271189,18.5,707,4080.041667,3,0,0
0.1253,10.57131693,10.55,717,1141.041667,0,0,0
0.0963,10.54534144,11.27,712,7590,2,0,0
0.1284,10.23995979,20.23,702,1320.041667,3,0,0
0.1347,11.69524702,24.5,712,6420.041667,0,0,0
0.1221,11.09741002,7.75,727,7380.041667,1,0,0
0.1695,11.91839057,13.61,672,4830.041667,2,2,0
